lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
vergelijken	UNRESOLVED	18	0	0	0	0	18	[vergelijckt 1]; [Vergelijckt 17]
vergelijken	NEPER	197	0	0	0	0	197	[Vergelijckt 197]
vergelijken	VRB	927	7	31	13	34	842	[verghelijcken 13]; [vergeleecken 13]; [vergeleeck 1]; [verghelijcket 1]; [vergelijckt 199]; [vergelijken 3]; [Vergelijckende 1]; [Vergelijckt 295]; [Vergelijkt 2]; [Vergeleken 10]; [verghelijct 5]; [vergelijckende 10]; [vergelijct 1]; [Vergelijcken 1]; [Vergelijckt. 1]; [vergeleken 253]; [vergheleken 7]; [vergelijcken 97]; [verghelijckende 2]; [vergeleken. 2]; [verghelijckt 5]; [vergelijcke 3]; [vergelijckte 1]; [vergeleke 1]
vergelijking	NOU	112	0	9	0	1	102	[vergelijckinghe 1]; [vergelyckinghe 1]; [verghelijckingen 1]; [vergelijckinge 100]; [vergelijkinge 2]; [verghelijckinge 2]; [Vergelijckinge 1]; [verghelijckinghe 4]
vergelijkt	ADJ	234	0	0	0	0	234	[vergelijckt 19]; [Vergelijckt 214]; [vergelijcktse 1]
vergen	NOU	75	1	0	2	0	72	[faerge 1]; [voerghe 1]; [Vergl 70]; [vergl 2]; [vrncht 1]
vergen	VRB	26	0	0	0	0	26	[Vergl 12]; [vergl 8]; [vergen 1]; [geverght 1]; [Verg 4]
vergetelheid	NOU	13	13	0	0	0	0	[verghetelheden 4]; [vergetelheden 2]; [vergetelheit 1]; [verghetelheit 6]
vergeten	VRB	732	70	155	132	149	226	[vergeet. 1]; [vergheten 219]; [vergete 26]; [vergetende 6]; [vergeett 3]; [verghetene 1]; [vergheett 2]; [vergeten 279]; [Verghete 1]; [uergheten 1]; [vergeten. 1]; [vergeet 74]; [vergaten 30]; [vergat 9]; [vergetene 3]; [verghete 17]; [ver-geten 1]; [verghate 1]; [Vergheet 6]; [Vergete 1]; [verghetende 3]; [Vergeten 3]; [vergheet 41]; [Vergeet 3]
vergetenheid	NOU	22	1	1	6	0	14	[Vergetenheyt 1]; [vergetentheydt 1]; [vergetentheyt 1]; [verghetenheit 1]; [verghetenheyt 6]; [verghetenheydt 1]; [vergetenheyt 11]
vergetten	NOU	10	2	1	1	2	4	[Euergetes 7]; [verghetes 3]
vergetten	VRB	20	8	1	1	1	9	[vergaetste 1]; [vergeetstu 1]; [vergetes 2]; [verghet 4]; [vergetet 12]
vergeven	NOU	12	0	5	1	1	5	[vergheefst 1]; [vergeven 5]; [vergeue 1]; [vergheue. 1]; [vergheue 1]; [vergevene 1]; [vergheeft 1]; [vergaue 1]
vergeven	VRB	682	27	151	110	134	260	[vergheuen. 2]; [vergheuen 158]; [vergheuet 6]; [vergeuende 1]; [vergeven. 4]; [verghif 3]; [vergaefstu 1]; [vergeven 240]; [Vergaue 5]; [vergaeft 6]; [vergeeft 107]; [Vergeven 5]; [vergaf 6]; [vergeue 1]; [Vergeeft 10]; [Vergevende 1]; [vergheuende 5]; [vergheue 6]; [vergave 1]; [vergheeft 50]; [Vergheuet 1]; [vergaue 6]; [vergeuen 25]; [vergeuene 1]; [Vergheeft 9]; [vergeve 15]; [vergevende 7]
vergeving	NOU	193	0	38	0	40	115	[vergevinge 151]; [vergheuinhge 1]; [vergeving 1]; [Vergevinge 3]; [Vergheuinghe 4]; [vergheuinghe 25]; [vergheuinge 5]; [vergeuinghe 3]
vergezelschappen	VRB	82	0	1	0	2	79	[vergeselschappen 12]; [vergheselschapt 1]; [vergeselschapt. 1]; [vergeselschapte 6]; [vergeselschapt 59]; [vergeselschapten 2]; [vergeselschappen. 1]
vergieten	VRB	225	1	63	1	62	98	[verghoten 1]; [vergieten 44]; [vergiet 16]; [vergoot 7]; [verghiet 2]; [Vergieten 1]; [Vergietet 1]; [vergoten 130]; [verghiett 1]; [vergietet 3]; [vergoet 1]; [verghiete 3]; [verghieten 10]; [vergietende 1]; [vergieten. 1]; [vergiete 3]
vergif	NOU	15	0	2	0	3	10	[vergifts 2]; [vergift 11]; [verghift 2]
vergiften	VRB	18	4	4	0	0	10	[vergiftet 1]; [vergift 13]; [vergheeftet 1]; [verghift. 1]; [verghift 2]
vergiftig	ADJ	21	0	7	0	5	9	[vergiftigen 1]; [vergiftige 7]; [vergiftighe 1]; [verghiftighe 1]; [verghiftich 2]; [vergiftigh 7]; [verghiftighen 1]; [vergiftighers 1]
vergrammen	VRB	124	65	3	13	19	24	[vergrammende 1]; [vergrammet 6]; [vergrammene 1]; [vergramden 4]; [vergramde 16]; [Vergramt 1]; [vergramme 2]; [vergrammen. 1]; [vergrammen 10]; [vergramt. 1]; [vergramt 81]
vergrijpen	VRB	75	0	23	0	20	32	[vergrijpen 18]; [vergrijpest 1]; [vergreep. 1]; [vergrijpt 14]; [vergrepen 32]; [vergreep 8]; [vergrijpe 1]
vergrijping	NOU	13	0	2	0	2	9	[vergrijpinghe 2]; [vergrijpingen 1]; [vergrijpinge 10]
vergrimmen	VRB	121	0	64	0	51	6	[vergrimmen 15]; [vergrimt 12]; [vergrimmeden 2]; [vergrimmet 7]; [vergrimden 7]; [vergrimmede 3]; [vergrimde 65]; [ver-grimde 1]; [vergrimme 9]
vergroten	VRB	26	1	0	0	3	22	[vergroot 8]; [vergrootte 2]; [vergrooten 6]; [vergroott 5]; [vergroten 1]; [Vergroot 1]; [vergrootende 1]; [vergrootet 2]
vergroting	NOU	11	0	0	0	0	11	[vergrootinge 11]
vergruizen	VRB	12	0	1	0	1	10	[vergruysdese 1]; [vergruyst 4]; [vergruysende 1]; [Vergruysen 1]; [vergruyset 1]; [vergruysde 4]
verguld	ADJ	11	1	0	1	5	4	[vergulde 10]; [vergulden 1]
vergulden	VRB	42	14	7	14	2	5	[verguldt 2]; [verghulden 1]; [verguldet 1]; [vergulden 10]; [verguldeden 1]; [vergulde 6]; [verguldede 4]; [vergult 17]
vergunnen	VRB	15	0	4	0	0	11	[Vergunnen 2]; [vergunnen 6]; [vergunt 5]; [vergont 1]; [vergunnen. 1]
verhaal	NOU	234	0	13	1	46	174	[Verhael 41]; [Uerhael 1]; [verhaal 1]; [verhalen 1]; [verhael 188]; [verhaels 2]
verhaasten	VRB	18	0	2	0	2	14	[verhaesten 7]; [verhaestet 4]; [verhaest 7]
verhalen	VRB	971	4	43	26	178	720	[verhaelde 35]; [verhalen. 1]; [Verhaelt 46]; [verhale 4]; [Verhalende 1]; [verhalen 91]; [verhalende 29]; [verhaelt. 9]; [verhaelt 741]; [verhaelden 12]; [verhael 1]; [verhalet 1]
verhandelen	VRB	31	0	0	0	0	31	[verhandelt 20]; [verhandelen 11]
verhangen	VRB	24	1	6	3	6	8	[verhanghen 2]; [verhinck 2]; [verhanght 4]; [verhangt 9]; [verhangen 6]; [verhanghende 1]
verharden	VRB	179	26	24	39	10	80	[verherden 8]; [verhert 2]; [ver-harden 1]; [verhardt 69]; [verhardden 2]; [verhardet 15]; [verhardeden 1]; [verhardde 12]; [verharden. 1]; [verharde 5]; [verherde 2]; [Verharden 1]; [verharden 27]; [verhart 33]
verharding	NOU	16	0	1	0	1	14	[verhardinge 16]
verheerd	ADJ	16	0	6	0	4	6	[verheerde 2]; [verheert 14]
verheerlijken	VRB	169	0	0	0	2	167	[verheerlicken. 1]; [verheerlickten 9]; [Verheerlickt 3]; [verheerlickte 10]; [verheerlicken 28]; [verheerlijckt 2]; [verheerlickt. 1]; [verheerlickende 4]; [verheerlickt 111]
verheerlijking	NOU	18	0	0	0	0	18	[verheerlickinge 18]
verheerlijkt	ADJ	11	0	0	0	0	11	[verheerlickten 3]; [verheerlickte 4]; [verheerlickt 4]
verheffen	VRB	1173	260	221	288	155	249	[Verheffe 2]; [verhieue 6]; [verhefste 2]; [verheue 1]; [verhyef 1]; [verheffe 28]; [verheffende 19]; [verheven 3]; [verhief. 1]; [verhieve 2]; [verhieft 2]; [verhauen 88]; [verheffen 267]; [verheffen. 5]; [verheffest 1]; [verhieuen 23]; [verheft 231]; [verheften 23]; [verheffet 8]; [verhiefste 1]; [verheuen 245]; [Verheft 23]; [Verheffen 1]; [Verheften 1]; [verhefte 1]; [verhieffen 6]; [verhieven 25]; [verhief 157]
verheffing	NOU	38	2	1	3	0	32	[verheffinghe 4]; [verheffinge 30]; [verheffingen 3]; [verheffing 1]
verhelen	VRB	46	13	10	4	9	10	[verhele 5]; [verheelt 6]; [verhelen 7]; [verholen 28]
verheren	VRB	18	3	8	1	3	3	[verheeret 6]; [verheerde 2]; [verhore 1]; [verherden. 2]; [verheeren 6]; [verheert. 1]
verheugd	ADJ	69	0	30	2	37	0	[verheucht 22]; [Verheucht 5]; [verhuecht 3]; [verheugt 36]; [verheuchden 1]; [Verheugt 1]; [VErheucht 1]
verheugen	VRB	533	1	103	129	93	207	[verheucht 19]; [Verheucht 5]; [verheuge 30]; [verheuchde 4]; [verhuecht 38]; [Verheugen 3]; [verheugt 4]; [verhueghen 81]; [Verheuget 1]; [Verhuecht 5]; [verheuchden 3]; [verheughde 8]; [verheugen 135]; [Verheught 3]; [verheuget 8]; [verheught. 1]; [verheugen. 2]; [verheughen 48]; [Verhueghen 1]; [Verheugt 3]; [verhuegen 1]; [verheugende 7]; [verhueghen. 1]; [verheugde 5]; [verheught 94]; [verheughet 4]; [verheughe 7]; [verhueghende 3]; [verheugden 5]; [verheughden 4]
verheugen	ADJ	13	0	4	8	0	1	[verhueghen 5]; [verhueghe 1]; [verheuget 1]; [verheughen 1]; [verhuegen 2]; [verheugest 1]; [verheughe 2]
verheugen	NOU	19	0	5	12	0	2	[verhueghen 4]; [verheuchden 1]; [verheughest 1]; [verheughen 1]; [verhuegen 1]; [verheugens 2]; [verhueghens 7]; [verheughet 1]; [verheughe 1]
verheuging	NOU	35	0	4	0	0	31	[verheughinghen 1]; [verheugingen 1]; [verheughinge 1]; [verheuginge 31]; [verheuginghe 1]
verheven	ADJ	264	1	6	5	48	204	[Verheven 2]; [verheven 203]; [verhauen 2]; [verhevender 1]; [verhauenen 2]; [verheuene 4]; [verheuen 3]; [Verheuene 1]; [verhevene 32]; [verhevener 1]; [verhevenen 12]; [Verhevene 1]
verhevenen	VRB	13	11	0	0	0	2	[verheuen. 6]; [verheven. 2]; [uerheuen 5]
verhinderen	VRB	301	0	84	0	35	182	[verhindert 160]; [verhinderen 98]; [Verhinderen 1]; [verhindert. 5]; [verhinderde 15]; [verhinderende 3]; [verhinderen. 3]; [verhinderden 12]; [verhindere 4]
verhindering	NOU	17	0	2	0	0	15	[verhinderinge 13]; [verhinderinghe 1]; [verhinderingen 3]
verhitten	VRB	25	0	4	2	4	15	[verhitten 3]; [verhittet 15]; [verhitt 6]; [verhit 1]
verhoeden	VRB	18	0	3	4	2	9	[verhoedet 2]; [verhoedde 1]; [verhoedt 4]; [verhoeden 9]; [verhoedende 2]
verhoeren	VRB	31	31	0	0	0	0	[Verhoert 1]; [verhoerden. 2]; [verhoer 1]; [verhouerde 1]; [verhoeren 2]; [verhoerde 8]; [verhoert 16]
verhogen	VRB	389	5	91	3	118	172	[verhoochde 5]; [verhoghen 2]; [verhooghde 6]; [verhooge 5]; [verhooget 8]; [Verhooghet 1]; [verhoogt 76]; [verhooginge 6]; [Verhooght 2]; [verhooghest 1]; [verhooghet 14]; [verhooghen 13]; [verhoogt. 1]; [verhooch 1]; [verhoogen 51]; [verhoogende 3]; [verhoogde 9]; [VErhooget 1]; [verhooght. 1]; [Verhoogen 2]; [verhooghe 2]; [verhoecht 2]; [verhoocht 47]; [verhooght 130]
verhoging	NOU	31	0	2	0	3	26	[verhooghinghe 1]; [verhooginge 28]; [verhooginghe 2]
verholenheid	NOU	64	10	0	31	22	1	[verholenthede 1]; [verholentheyt 35]; [verholentheden 16]; [Verholentheyt 3]; [verholentheit 9]
verhopen	VRB	13	0	8	0	1	4	[verhopede 1]; [verhopen 5]; [verhope 2]; [verhopet 1]; [verhopende 3]; [verhoopte 1]
verhoren	VRB	795	28	175	209	167	216	[verhoordese 15]; [verhooret 1]; [verhoort 415]; [verhoorens 1]; [verhorende 1]; [verhoore 17]; [ver-hoort 1]; [verhoorst 1]; [VErhoort 6]; [verhoorde 67]; [verhoren 27]; [verhoordt 2]; [verhoerden 3]; [verhooren 193]; [Verhooren 1]; [verhoorden 1]; [verhoorest 4]; [Verhoort 35]; [verhooren. 1]; [verhoorende 3]
verhoring	NOU	34	2	2	1	17	12	[verhooringe 28]; [verhooringhe 1]; [verhoering 1]; [verhoringe 1]; [Verhooringe 3]
verhouden	VRB	15	0	10	0	1	4	[verhieldt 1]; [verhielden 1]; [verhouwt 1]; [verhouden 12]
verhouwen	VRB	24	5	13	0	3	3	[Verhouwe 1]; [verhouwen 19]; [verhieuwen 1]; [verhouwe 1]; [verhouwet 1]; [verhouwede 1]
verhovaardigen	VRB	31	2	2	7	0	20	[verhoovaerdigen 10]; [verhoouaerdicht 1]; [verhooveerdight 1]; [verhoovaerdige 1]; [verhoovaerdigende 2]; [verhoouerdicht 4]; [verhooueerdicht 2]; [verhouerdighen 1]; [verhouaerdicht 3]; [verhoovaerdight 6]
verhuizen	VRB	33	0	4	9	0	20	[verhuysende 2]; [verhuyst 7]; [verhuysen. 1]; [verhuysen 22]; [verhuyst. 1]
verhuren	VRB	28	2	4	5	5	12	[verhuert 9]; [verhuerde 9]; [verhueren 7]; [verhuerden 3]
verijdelen	VRB	16	3	1	1	0	11	[Verydelen 1]; [Verydelt 1]; [verydelt 9]; [verydelen 4]; [verijdelt 1]
verjagen	VRB	177	31	37	27	45	37	[verjaegdese 1]; [verjage 4]; [veriaechden 9]; [veriaghen 22]; [verjaegde 5]; [verjagen 23]; [veriaghen. 1]; [verjaegt 18]; [veriaechde 5]; [verjaegden 2]; [verjaeght 24]; [veriaecht 45]; [veriagen 2]; [verjaeghde 1]; [veriaechden. 1]; [verjaeghden 1]; [veriaghet 9]; [verjoegh 1]; [verjoegen 1]; [veriaghet. 1]; [Verjagen 1]
verkeerd	ADJ	104	5	16	16	22	45	[Verkeert 1]; [verkeert 26]; [verkeerde 48]; [verkeertste 1]; [Verkeerde 3]; [verkeerden 24]; [verkeerder 1]
verkeerdelijk	ADV	22	0	0	1	0	21	[verkeerdelick 21]; [verkeerdelijck 1]
verkeerdelijk	ADJ	10	0	1	0	0	9	[verkeerdelick 10]
verkeerdheid	NOU	68	1	4	1	1	61	[verkeertheit 1]; [verkeertheyt 56]; [verkeertheydt 1]; [verkeertheden 10]
verkennen	NOU	28	1	2	0	3	22	[veerskens 2]; [verskens 25]; [vercke 1]
verkeren	VRB	692	73	76	182	80	281	[Verkeeren 1]; [verkeeren. 3]; [uerkeert 1]; [verkeeret 11]; [verkeerts 5]; [Verkeert 1]; [verkeert 324]; [verkeeren 144]; [verkeerde 61]; [verkeerdi 1]; [verkerende 2]; [verkeere 7]; [verkeerende 20]; [verkeert. 3]; [verkeerden 92]; [verkeerd 3]; [verkeren 13]
verkering	NOU	16	0	2	2	0	12	[verkeeringhen 1]; [verkeeringe 13]; [verkeeringhe 2]
verkiezen	VRB	1010	70	213	153	214	360	[vercosen 3]; [vercoren 188]; [verkoren 477]; [verkiesen 175]; [verkiezen 1]; [Verkiest 5]; [verkooren 5]; [verkoos’er 1]; [Verkiesende 2]; [verkoor 6]; [verkiest 71]; [Verkiesen 5]; [Verkoos 3]; [verkosen 1]; [verkiesende 5]; [verkoes 1]; [verkoos 58]; [verkoosse 2]; [Verkoren 1]
verkiezing	NOU	114	0	15	7	15	77	[verkiesinghe 21]; [Verkiesinghe 1]; [verkiesinge 90]; [Verkiesinge 2]
verklagen	VRB	80	1	32	0	35	12	[verklaegt 11]; [verklaegde 1]; [verklaget 2]; [verklaecht 11]; [verklaeghde 1]; [verklagende 1]; [verklaeght 8]; [verklagen 19]; [verklaechden 7]; [verscloech 1]; [verklaghet 2]; [verklaegden 5]; [verklaechde 2]; [verklaghen 9]
verklaren	VRB	1346	17	68	76	108	1077	[verklare 17]; [Verklaert 61]; [verklaren. 5]; [Verklarende 1]; [verklarende 29]; [verclare 2]; [verclaret 1]; [verklaert. 11]; [verklarense 1]; [Verclaert 3]; [verklaerden 9]; [verklaert 826]; [verclaren 27]; [verclaerden 1]; [verklaringe 45]; [verclaerde 6]; [verclaeren 5]; [verclaere 1]; [verklaerde 29]; [verclaert 48]; [verklaren 217]; [verclarende 1]
verklaring	NOU	375	0	16	11	50	298	[Verklaringe 25]; [verklaringen 17]; [Verklaeringe 1]; [verclaeringhe 1]; [Verklaringen 5]; [verklaring 3]; [verclaringhen 1]; [verclaringhe 7]; [Ver-klaringe 1]; [verklaeringe 1]; [verklaringe 296]; [verklaringhe 17]
verkleden	VRB	10	0	5	0	2	3	[verkleedde 6]; [Verkleedt 1]; [verkleedt 1]; [verkleeden 2]
verkleinen	VRB	11	0	2	1	4	4	[verkleynen 3]; [verklijnt 1]; [verkleynet 1]; [vercleynt 1]; [verkleynde 1]; [verkleynende 1]; [verkleynt 3]
verknapen	NOU	11	11	0	0	0	0	[huerknaepe 1]; [huerknape 2]; [huerknapen 5]; [huerknaep 3]
verkocht	VRB_PRN	11	1	3	2	2	3	[vercochtense 3]; [verkochtense 2]; [verkochtse 6]
verkoelen	VRB	25	8	2	7	4	4	[verkoelende 3]; [verkuelen 1]; [verkoelen 1]; [verkoelde 1]; [verkoele 4]; [verkoelt 1]; [vercoelt 5]; [vercoelen 9]
verkoeling	NOU	16	0	2	6	0	8	[vercoelinghe 5]; [verkoelinge 9]; [verkoelinghe 1]; [vercoelinge 1]
verkondigen	VRB	1258	0	285	261	289	423	[vercondighet 5]; [Verkondigt 3]; [Vercondighet 2]; [vercondiget 1]; [vercondighen 104]; [verkondigen 263]; [vercondicht 102]; [vercondighent 1]; [verkondichst 1]; [vercondighe 11]; [verkondighden 18]; [vercondigen 1]; [Verkondigen 1]; [vercondighende 23]; [verkondighde 17]; [Verkondicht 2]; [vercondichdi 1]; [verkondichen 1]; [verkondighet 14]; [verkondight. 2]; [Verkondige 1]; [vercondichden 4]; [verkondigde 26]; [Verkondight 6]; [verkondighen 73]; [vercondigende 3]; [Verkondighet 4]; [verkondiget 28]; [verkondichden 18]; [vercondichde 4]; [verkondicht 86]; [verkondigen. 5]; [vercondige 2]; [verkondighende 7]; [verkondichstu 1]; [Verkondiget 7]; [verkondigt 103]; [verkondige 42]; [verkondichde 21]; [verkondigden 28]; [verkondighe 17]; [verkondight 174]; [verkondigende 21]; [Vercondicht 4]
verkonding	NOU	29	0	4	2	0	23	[verkondinghe 3]; [verkondinge 23]; [Verkondinge 1]; [vercondinghe 2]
verkopen	VRB	741	75	142	141	135	248	[vercoopet 2]; [verkocht 205]; [vercoft 3]; [verkochte 27]; [vercoopen 38]; [verkooptse 2]; [Verkoopen 5]; [vercopen 38]; [vercochten 12]; [vercoopt 19]; [verkoopt 67]; [vercoopende 2]; [vercocht 101]; [verkoopen 142]; [verkoopst 1]; [verkochten 58]; [vercoften 3]; [Vercoopt 2]; [vercocht. 1]; [Verkoopt 8]; [verkoopende 4]; [verkopen 1]
verkoper	NOU	68	3	13	10	13	29	[vercoopers 9]; [verkooper 24]; [vercooper 2]; [verkoopers 29]; [verkoopers. 1]; [vercoper 1]; [vercopers 2]
verkoping	NOU	12	0	0	1	0	11	[verkoopinge 10]; [verkoopingen 1]; [vercoopinghe 1]
verkorten	VRB	66	5	17	9	11	24	[vercort 3]; [vercorten 4]; [verkorten 7]; [vercortende 2]; [verkortest 1]; [verkortet 8]; [vercortten 1]; [verkortte 3]; [verkort 31]; [verkorte 5]; [vercorte 1]
verkrachten	VRB	47	14	1	9	9	14	[verkrachten 3]; [vercrachten 8]; [vercracht 10]; [verkrachtet 1]; [vercrachtende 2]; [vercrachte 3]; [verkrachtese 1]; [verkracht 17]; [verkrachttese 1]; [verkrachte 1]
verkrijgen	VRB	724	6	107	100	100	411	[vercreghen 67]; [Verkrijght 1]; [verkrijghent 1]; [vercrighe 1]; [verkrijcht 12]; [verkregene 1]; [vercreech 5]; [vercrijght 1]; [Verkrijgen 1]; [verkrijght 48]; [verkrijgt 18]; [verkrijgende 4]; [vercrighen 2]; [verkrijghet 2]; [verkrijgen 208]; [verkrijghen 27]; [verkrijge 4]; [verkreech 3]; [verkrijghestu 1]; [Verkrijgende 1]; [Verkrijghende 1]; [verkreegh 8]; [verkreeg 1]; [verkrijghest 1]; [vercrijcht 3]; [verkrijgen. 5]; [verkregen 220]; [verkreghe 2]; [vercrijghen 36]; [Verkregen 2]; [verkreghen 33]; [verkregen. 4]
verkrijgen	ADJ	14	0	1	1	1	11	[vercreghen 1]; [verkregene 5]; [verkrijght 2]; [verkreegh 3]; [verkregen 2]; [verkreghen 1]
verkrijgen	NOU	12	0	3	2	3	4	[verkregene 2]; [vercrijghens 1]; [verkreegh 5]; [verkrijget 1]; [vercrijghen 1]; [verkreghen 2]
verkrijging	NOU	13	1	0	3	0	9	[verkrijginge 9]; [vercrijghinghe 3]; [verkriginge 1]
verkuipen	VRB	14	2	1	2	5	4	[verkoepen 1]; [vercopen. 2]; [Verkoopen. 1]; [vercoope 2]; [verkoopense 1]; [verkoope 7]
verkwikken	VRB	228	0	51	0	54	123	[verquickstu 1]; [verquicket 6]; [verquickt 111]; [verquickt. 1]; [Verquickt 2]; [verquicke 12]; [verquickende 6]; [verquickte 7]; [verquickest 1]; [verquicken 69]; [verquict 5]; [verquickede 1]; [verquickten 6]
verkwikking	NOU	36	0	0	0	4	32	[Verquickinge 1]; [verquickingen 1]; [verquickinge 34]
verkwisten	VRB	10	0	0	2	3	5	[verquisten 5]; [verquist 5]
verladen	VRB	14	5	9	0	0	0	[verladen. 1]; [verladen 4]; [verlaetst 9]
verlangen	VRB	140	8	17	2	26	87	[verlangt 23]; [verlangende 4]; [verlangden 1]; [verlanghede 1]; [Verlangen 2]; [verlanghet 5]; [verlanghden 2]; [verlange 13]; [verlanghen 2]; [verlangde 3]; [verlanght 32]; [verlanget 1]; [verlanghde 2]; [verlangen 49]
verlangen	NOU	41	1	6	1	9	24	[verlangen 34]; [verlanghen 7]
verlasten	VRB	10	1	0	9	0	0	[verlasten 4]; [verlast 5]; [verlaste 1]
verlaten	ADJ	35	1	4	11	4	15	[verlaett 1]; [Verlaet 2]; [verlatene 21]; [verlaetste 1]; [Verlatene 1]; [verlaten 9]
verlaten	VRB	2151	49	549	398	421	734	[verlatest 11]; [Verlaten 2]; [verlaten. 13]; [verlieten. 1]; [verliten. 1]; [verlatet 33]; [verlate 59]; [verlaet 292]; [verlaett 24]; [verlatende 92]; [verlaet. 1]; [verlaetstu 3]; [verliete 2]; [Verlaet 20]; [verliet 109]; [verlatene 15]; [Verlatende 5]; [verlieten 138]; [verlaetste 1]; [Verlaett 1]; [Verliet 1]; [verlaten 1327]
verlatene	NOU	14	0	6	2	4	2	[verlatenen 5]; [Verlatene 1]; [verlatene 8]
verlatenis	NOU	13	7	1	5	0	0	[verlatenisse 7]; [verlatenissen 5]; [verlatenis 1]
verlating	NOU	14	1	1	1	1	10	[Verlatinge 1]; [verlatinge 10]; [Uerlatinghe 1]; [verlatinghe 2]
verleiden	VRB	406	8	85	54	92	167	[Verleydt 1]; [verleyddet 1]; [verlei-det 1]; [verleyde 21]; [verleide 1]; [Verleyden 2]; [verleyden. 3]; [verleyt 75]; [verleydet 5]; [verleidet 2]; [verleydden 8]; [verleiden 4]; [verleydt 92]; [verleydende 10]; [verleyden 171]; [verleydde 9]
verleiden	ADJ	22	1	5	2	8	6	[verleydenden 1]; [verleyddet 1]; [verleyde 1]; [verleide 1]; [verleyddese 2]; [verleydet 3]; [verleydende 4]; [verleydtse 4]; [verleydde 5]
verleider	NOU	69	1	11	7	18	32	[verleyder 15]; [verleydersse 1]; [Verleyders 3]; [versluyters 1]; [Verleyder 1]; [verleyders 47]; [verleiders 1]
verleidig	ADJ	10	0	1	0	1	8	[verleydisch 2]; [verleydigh 2]; [verleydige 6]
verleiding	NOU	71	1	8	2	5	55	[verleydinge 50]; [verleidinghe 1]; [verleydinghe 8]; [verleydingen 12]
verlenen	VRB	167	10	12	59	18	68	[verleent 106]; [Verleent 1]; [verlenen 1]; [verleende 7]; [verleent. 2]; [verleene 21]; [verleenende 2]; [verleenen. 2]; [verlenen. 1]; [verlenende 1]; [verleentse 1]; [verleenen 22]
verlengen	VRB	53	4	4	6	3	36	[verlenghe 1]; [verlenge 2]; [verlengen 16]; [verlinght 1]; [verlengt 3]; [verlenget 5]; [verlenght 12]; [verlengede 1]; [verlenghde 2]; [verlenghden 1]; [verlengde 1]; [verlenghet 4]; [verlenghen 4]
verlichten	VRB	316	34	34	71	33	144	[verlichten. 3]; [verlicht. 1]; [verlichten 76]; [Verlichten 1]; [Verlichtende 1]; [verlichtte 4]; [verlichtede 2]; [verlichtende 17]; [Verlichtte 1]; [verlichtt 2]; [verlichte 12]; [verlichtet 19]; [verlichteden 3]; [verlicht 169]; [Verlicht 5]
verlichting	NOU	68	0	5	6	8	49	[Verlichtinge 1]; [verlichtinghen 1]; [verlichtinghe 11]; [verlichtinge 53]; [verlichtingh 2]
verliefd	ADJ	12	0	0	4	2	6	[verlieft 12]
verlies	NOU	68	20	4	14	6	24	[verliese 6]; [verlies. 1]; [verliesen 1]; [Verlies 1]; [verlies 57]; [verliese. 1]; [Verliesen. 1]
verliezen	VRB	635	95	92	108	99	241	[verliese 16]; [verliesen 163]; [verloren 357]; [Verliest 4]; [verliest 60]; [verlies 3]; [verloor 7]; [verlooren 10]; [verloos 3]; [Verliesen 2]; [verliesen. 2]; [verlieste 1]; [verlorene 2]; [verlieset 1]; [verloes 3]; [verliesende 1]
verlof	NOU	16	0	1	0	1	14	[verlof 16]
verlokken	VRB	26	0	3	0	1	22	[verlockten 1]; [verlocken 9]; [verlockende 2]; [verlocket 1]; [verlockt 13]
verloochend	ADJ	11	0	6	0	3	2	[verloochent 10]; [verloochenden 1]
verloochenen	VRB	126	2	20	12	44	48	[verloochent. 1]; [verloochenende 3]; [verloochende 5]; [verloochene 11]; [verloochenden 2]; [verloochent 40]; [Verloochenen 2]; [verlochenen 3]; [verloochenen 58]; [verloochenen. 1]
verloofde	NOU	12	0	3	0	9	0	[verloofde 4]; [verloofden 5]; [verloefden 3]
verloop	NOU	13	0	2	4	1	6	[verloope 1]; [verloopen 1]; [verloop 11]
verlopen	VRB	95	0	21	12	22	40	[verliepen 9]; [verloopen 58]; [verliept 1]; [verloopt 12]; [verloope 3]; [verliep 11]; [Verloopen 1]
verloren	ADJ	118	4	24	12	25	53	[verlore 2]; [verlorene 16]; [verloren 99]; [verloorene 1]
verlossen	VRB	2186	290	419	464	233	780	[verlos 3]; [verlossen 590]; [verlossest 2]; [VErlost 5]; [Verlossen 1]; [verlos-sen 1]; [verlostu 2]; [verlost 1204]; [Verlosset 1]; [Verlosten 1]; [verlostse 6]; [verlosten 16]; [verlossen. 9]; [verloste 108]; [Verlost 43]; [verlost’er 1]; [verlostese 23]; [verlosset 23]; [verloste. 1]; [Verlosse 2]; [verlossede 20]; [Verlossende 6]; [verlossestse 1]; [verlosse 85]; [verlost. 6]; [verlostes 2]; [verlossende 24]
verlossen	ADJ	13	2	8	2	0	1	[verlossene 1]; [verlossen 1]; [verlostse 4]; [verloste 1]; [verlosset 6]
verlossen	NEPER	13	4	8	0	1	0	[Verlosset 1]; [verlostse 3]; [verlostese 2]; [verlosset 5]; [verlost. 1]; [verlostes 1]
verlossen	NOU	319	58	80	64	24	93	[verlossen 281]; [verlossest 5]; [Verlossen 1]; [verlosten 1]; [verloste 8]; [verlostese 2]; [verlosset 19]; [verlostes 2]
verlosser	NOU	193	16	36	30	41	70	[verlossers 4]; [Verlossers 1]; [uerlosser 1]; [Verlosser 90]; [verlosser. 1]; [verlosser 96]
